state,rMapState,rMapCounty,month,day,year,age,sex,repstat,mass,fa,Pd_intro,years_Pd,disease_time_step,county_centroid_lon,county_centroid_lat,site_mask,fips
IN,indiana,fayette,7,2,2011,adult,male,non-reproductive,17.5,48,2011,0,invasion,-85.18277,39.63353,IN_139,18041
IN,indiana,fayette,7,6,2011,adult,female,lactating,15.5,47,2011,0,invasion,-85.18277,39.63353,IN_139,18041
IN,indiana,fayette,7,1,2011,adult,female,lactating,17,48,2011,0,invasion,-85.18277,39.63353,IN_139,18041
IN,indiana,fayette,7,6,2011,adult,female,post-lactating,10,49,2011,0,invasion,-85.18277,39.63353,IN_139,18041
IN,indiana,fayette,7,1,2011,adult,female,lactating,17,45,2011,0,invasion,-85.18277,39.63353,IN_139,18041
IN,indiana,fayette,7,1,2011,adult,male,non-reproductive,19,49,2011,0,invasion,-85.18277,39.63353,IN_139,18041
IN,indiana,fayette,7,1,2011,adult,female,lactating,24,49,2011,0,invasion,-85.18277,39.63353,IN_139,18041
IN,indiana,fayette,7,2,2011,adult,female,lactating,19,48,2011,0,invasion,-85.18277,39.63353,IN_139,18041
IN,indiana,fayette,7,2,2011,adult,female,lactating,19,48,2011,0,invasion,-85.18277,39.63353,IN_139,18041
IN,indiana,gibson,6,1,2015,adult,female,lactating,24.75,50,2011,4,epidemic,-87.58404,38.31561,IN_159,18051
IN,indiana,gibson,6,1,2015,adult,female,lactating,21,53,2011,4,epidemic,-87.58404,38.31561,IN_159,18051
IN,indiana,jennings,8,13,2012,adult,male,testes-descended,14.2,46,2011,1,invasion,-85.63201,38.99629,IN_289,18079
IN,indiana,jennings,8,12,2012,adult,female,non-reproductive,19,49,2011,1,invasion,-85.63201,38.99629,IN_289,18079
IN,indiana,monroe,7,14,2016,juvenile,female,non-reproductive,13.5,46,2011,5,established,-86.51239,39.15971,IN_349,18105
IN,indiana,monroe,7,14,2004,adult,male,non-reproductive,18,47.2,2011,-7,pre-invasion,-86.51239,39.15971,IN_349,18105
IN,indiana,monroe,7,20,2017,adult,female,lactating,17,46,2011,6,established,-86.51239,39.15971,IN_349,18105
IN,indiana,monroe,5,28,2014,adult,male,non-reproductive,17.75,47,2011,3,epidemic,-86.51239,39.15971,IN_349,18105
IN,indiana,monroe,5,27,2014,adult,male,non-reproductive,16.75,47,2011,3,epidemic,-86.51239,39.15971,IN_349,18105
IN,indiana,monroe,7,14,2004,adult,male,non-reproductive,17.75,45.25,2011,-7,pre-invasion,-86.51239,39.15971,IN_349,18105
IN,indiana,monroe,7,14,2016,juvenile,female,non-reproductive,17.25,50,2011,5,established,-86.51239,39.15971,IN_349,18105
IN,indiana,monroe,5,28,2014,adult,male,non-reproductive,18.5,48,2011,3,epidemic,-86.51239,39.15971,IN_349,18105
IN,indiana,monroe,7,21,2017,adult,male,non-reproductive,20,46,2011,6,established,-86.51239,39.15971,IN_349,18105
IN,indiana,morgan,7,20,2015,juvenile,female,non-reproductive,19,46,2011,4,epidemic,-86.4357,39.48115,IN_411,18109
IN,indiana,morgan,7,20,2015,juvenile,male,non-reproductive,17,48,2011,4,epidemic,-86.4357,39.48115,IN_411,18109
IN,indiana,morgan,7,20,2015,adult,female,lactating,20,48,2011,4,epidemic,-86.4357,39.48115,IN_411,18109
IN,indiana,morgan,7,21,2015,adult,female,post-lactating,22,46,2011,4,epidemic,-86.4357,39.48115,IN_411,18109
IN,indiana,morgan,7,20,2015,adult,female,pregnant,20.75,48,2011,4,epidemic,-86.4357,39.48115,IN_411,18109
IN,indiana,morgan,7,20,2015,adult,female,post-lactating,22.25,51,2011,4,epidemic,-86.4357,39.48115,IN_411,18109
IN,indiana,morgan,7,22,2015,adult,female,pregnant,21.75,48,2011,4,epidemic,-86.4357,39.48115,IN_411,18109
IN,indiana,morgan,7,27,2015,adult,female,post-lactating,21.75,49,2011,4,epidemic,-86.4357,39.48115,IN_411,18109
IN,indiana,morgan,7,28,2015,adult,male,non-reproductive,19,46,2011,4,epidemic,-86.4357,39.48115,IN_411,18109
IN,indiana,morgan,7,20,2015,adult,female,lactating,19.5,48,2011,4,epidemic,-86.4357,39.48115,IN_411,18109
IN,indiana,morgan,7,24,2015,adult,female,post-lactating,18,45,2011,4,epidemic,-86.4357,39.48115,IN_411,18109
IN,indiana,morgan,7,20,2015,adult,female,post-lactating,17.75,45,2011,4,epidemic,-86.4357,39.48115,IN_411,18109
IN,indiana,morgan,7,27,2015,adult,female,post-lactating,23.25,47,2011,4,epidemic,-86.4357,39.48115,IN_411,18109
IN,indiana,randolph,7,31,2011,adult,female,post-lactating,15.7,47,2011,0,invasion,-85.02288,40.16163,IN_462,18135
IN,indiana,randolph,8,1,2011,adult,male,testes-descended,16.5,46,2011,0,invasion,-85.02288,40.16163,IN_462,18135
IN,indiana,randolph,7,31,2011,adult,male,testes-descended,17.5,46,2011,0,invasion,-85.02288,40.16163,IN_462,18135
IN,indiana,randolph,8,1,2011,adult,female,post-lactating,17.5,47,2011,0,invasion,-85.02288,40.16163,IN_462,18135
IN,indiana,randolph,7,31,2011,adult,female,post-lactating,17.8,47,2011,0,invasion,-85.02288,40.16163,IN_462,18135
IN,indiana,bartholomew,6,9,2002,adult,male,non-reproductive,15,44,2011,-9,pre-invasion,-85.89542,39.2052,IN_20,18005
IN,indiana,clinton,7,27,2016,adult,female,non-reproductive,20,47,2011,5,established,-86.46862,40.29722,IN_89,18023
IN,indiana,clinton,7,27,2016,juvenile,male,non-reproductive,18.5,48.5,2011,5,established,-86.46862,40.29722,IN_89,18023
IN,indiana,clinton,7,27,2016,adult,male,testes-descended,17,46,2011,5,established,-86.46862,40.29722,IN_89,18023
IN,indiana,clinton,7,27,2016,juvenile,male,non-reproductive,16.5,45.5,2011,5,established,-86.46862,40.29722,IN_89,18023
IN,indiana,clinton,7,28,2016,juvenile,female,non-reproductive,14.5,48,2011,5,established,-86.46862,40.29722,IN_89,18023
IN,indiana,clinton,7,27,2016,juvenile,female,non-reproductive,16,49,2011,5,established,-86.46862,40.29722,IN_89,18023
IN,indiana,clinton,7,28,2016,juvenile,male,non-reproductive,16.5,45.5,2011,5,established,-86.46862,40.29722,IN_89,18023
IN,indiana,clinton,7,27,2016,juvenile,male,non-reproductive,15,47,2011,5,established,-86.46862,40.29722,IN_89,18023
IN,indiana,clinton,7,27,2016,juvenile,male,non-reproductive,17,49.5,2011,5,established,-86.46862,40.29722,IN_89,18023
IN,indiana,gibson,6,9,2017,adult,male,non-reproductive,19,49,2011,6,established,-87.58404,38.31561,IN_157,18051
IN,indiana,jennings,8,9,2012,adult,female,non-reproductive,18.5,48,2011,1,invasion,-85.63201,38.99629,IN_286,18079
IN,indiana,randolph,7,27,2011,juvenile,male,testes-descended,17,47,2011,0,invasion,-85.02288,40.16163,IN_469,18135
IN,indiana,randolph,7,27,2011,adult,male,testes-descended,16.5,48,2011,0,invasion,-85.02288,40.16163,IN_469,18135
IN,indiana,randolph,7,27,2011,adult,male,testes-descended,18.75,45,2011,0,invasion,-85.02288,40.16163,IN_469,18135
IN,indiana,randolph,7,28,2011,juvenile,female,non-reproductive,17.75,49,2011,0,invasion,-85.02288,40.16163,IN_469,18135
IN,indiana,randolph,7,27,2011,juvenile,female,non-reproductive,14.5,47,2011,0,invasion,-85.02288,40.16163,IN_469,18135
IN,indiana,randolph,7,27,2011,juvenile,female,non-reproductive,16.5,50,2011,0,invasion,-85.02288,40.16163,IN_469,18135
IN,indiana,randolph,7,27,2011,adult,male,testes-descended,16.25,47,2011,0,invasion,-85.02288,40.16163,IN_469,18135
IN,indiana,randolph,7,28,2011,juvenile,female,non-reproductive,18.25,47,2011,0,invasion,-85.02288,40.16163,IN_469,18135
IN,indiana,randolph,7,27,2011,juvenile,male,testes-descended,15,45,2011,0,invasion,-85.02288,40.16163,IN_469,18135
IN,indiana,randolph,7,27,2011,juvenile,female,non-reproductive,16.25,47,2011,0,invasion,-85.02288,40.16163,IN_469,18135
IN,indiana,randolph,7,28,2011,adult,female,post-lactating,24,48,2011,0,invasion,-85.02288,40.16163,IN_469,18135
IN,indiana,vigo,8,6,2017,juvenile,male,non-reproductive,14.8,47,2011,6,established,-87.3922,39.43354,IN_517,18167
IN,indiana,bartholomew,7,28,2010,adult,male,testes-descended,16.5,45,2011,-1,pre-invasion,-85.89542,39.2052,IN_18,18005
IN,indiana,bartholomew,7,28,2010,adult,male,non-reproductive,16.5,47,2011,-1,pre-invasion,-85.89542,39.2052,IN_18,18005
IN,indiana,bartholomew,7,28,2010,adult,female,post-lactating,22,51,2011,-1,pre-invasion,-85.89542,39.2052,IN_18,18005
IN,indiana,bartholomew,8,8,2010,juvenile,male,non-reproductive,15.6,45,2011,-1,pre-invasion,-85.89542,39.2052,IN_18,18005
IN,indiana,clinton,7,27,2016,adult,male,testes-descended,16,47,2011,5,established,-86.46862,40.29722,IN_85,18023
IN,indiana,clinton,7,28,2016,juvenile,female,non-reproductive,17.5,47.5,2011,5,established,-86.46862,40.29722,IN_85,18023
IN,indiana,clinton,7,28,2016,adult,female,post-lactating,18.5,46.5,2011,5,established,-86.46862,40.29722,IN_85,18023
IN,indiana,fayette,7,12,2011,adult,female,lactating,18.5,46,2011,0,invasion,-85.18277,39.63353,IN_143,18041
IN,indiana,fayette,7,12,2011,adult,female,lactating,19,48,2011,0,invasion,-85.18277,39.63353,IN_143,18041
IN,indiana,jay,7,30,2011,juvenile,female,non-reproductive,16.3,45,2011,0,invasion,-85.01658,40.43757,IN_275,18075
IN,indiana,jay,7,30,2011,adult,female,non-reproductive,20,45,2011,0,invasion,-85.01658,40.43757,IN_275,18075
IN,indiana,jennings,8,4,2012,adult,male,testes-descended,20.4,45,2011,1,invasion,-85.63201,38.99629,IN_281,18079
IN,indiana,jennings,8,4,2012,juvenile,male,non-reproductive,15.1,45,2011,1,invasion,-85.63201,38.99629,IN_281,18079
IN,indiana,jennings,8,3,2012,adult,male,testes-descended,16.2,46,2011,1,invasion,-85.63201,38.99629,IN_281,18079
IN,indiana,jennings,8,4,2012,adult,male,non-reproductive,18.9,49,2011,1,invasion,-85.63201,38.99629,IN_281,18079
IN,indiana,rush,7,11,2011,juvenile,female,non-reproductive,15.5,46,2011,0,invasion,-85.46378,39.61578,IN_474,18139
IN,indiana,rush,7,11,2011,juvenile,male,non-reproductive,14.5,47,2011,0,invasion,-85.46378,39.61578,IN_474,18139
IN,indiana,rush,7,11,2011,juvenile,male,non-reproductive,14,46,2011,0,invasion,-85.46378,39.61578,IN_474,18139
IN,indiana,rush,7,11,2011,adult,male,testes-descended,15,44,2011,0,invasion,-85.46378,39.61578,IN_474,18139
IN,indiana,rush,7,11,2011,juvenile,female,non-reproductive,14.8,50,2011,0,invasion,-85.46378,39.61578,IN_474,18139
IN,indiana,rush,7,11,2011,adult,male,testes-descended,17.5,45,2011,0,invasion,-85.46378,39.61578,IN_474,18139
IN,indiana,vigo,8,10,2017,adult,female,non-reproductive,21,50,2011,6,established,-87.3922,39.43354,IN_516,18167
IN,indiana,vigo,8,10,2017,adult,male,testes-descended,17,49,2011,6,established,-87.3922,39.43354,IN_516,18167
IN,indiana,vigo,7,28,2017,adult,female,non-reproductive,20,49,2011,6,established,-87.3922,39.43354,IN_516,18167
IN,indiana,fayette,6,29,2011,adult,male,non-reproductive,16,48,2011,0,invasion,-85.18277,39.63353,IN_140,18041
IN,indiana,fayette,6,29,2011,adult,female,lactating,20,48,2011,0,invasion,-85.18277,39.63353,IN_140,18041
IN,indiana,fayette,6,30,2011,juvenile,male,non-reproductive,11.5,44,2011,0,invasion,-85.18277,39.63353,IN_140,18041
IN,indiana,fayette,6,29,2011,adult,male,non-reproductive,17.5,49,2011,0,invasion,-85.18277,39.63353,IN_140,18041
IN,indiana,fayette,6,29,2011,adult,female,lactating,28,49,2011,0,invasion,-85.18277,39.63353,IN_140,18041
IN,indiana,fayette,6,29,2011,adult,male,non-reproductive,18,49,2011,0,invasion,-85.18277,39.63353,IN_140,18041
IN,indiana,fayette,6,30,2011,adult,female,lactating,21,47,2011,0,invasion,-85.18277,39.63353,IN_140,18041
IN,indiana,fayette,6,30,2011,juvenile,male,non-reproductive,11,45,2011,0,invasion,-85.18277,39.63353,IN_140,18041
IN,indiana,fayette,6,30,2011,adult,female,lactating,18,46,2011,0,invasion,-85.18277,39.63353,IN_140,18041
IN,indiana,fayette,6,29,2011,adult,female,lactating,19,48,2011,0,invasion,-85.18277,39.63353,IN_140,18041
IN,indiana,fayette,6,30,2011,juvenile,male,non-reproductive,11,45,2011,0,invasion,-85.18277,39.63353,IN_140,18041
IN,indiana,fayette,6,29,2011,adult,male,non-reproductive,16,46,2011,0,invasion,-85.18277,39.63353,IN_140,18041
IN,indiana,fayette,6,29,2011,adult,female,lactating,20,48,2011,0,invasion,-85.18277,39.63353,IN_140,18041
IN,indiana,fayette,6,30,2011,adult,male,non-reproductive,17,48,2011,0,invasion,-85.18277,39.63353,IN_140,18041
IN,indiana,fayette,6,29,2011,adult,female,lactating,22,48,2011,0,invasion,-85.18277,39.63353,IN_140,18041
IN,indiana,jennings,8,2,2012,juvenile,male,non-reproductive,15.8,46,2011,1,invasion,-85.63201,38.99629,IN_283,18079
IN,indiana,jennings,8,1,2012,adult,male,testes-descended,18.4,44,2011,1,invasion,-85.63201,38.99629,IN_283,18079
IN,indiana,jennings,8,1,2012,adult,female,non-reproductive,17.1,50,2011,1,invasion,-85.63201,38.99629,IN_283,18079
IN,indiana,jennings,8,2,2012,adult,female,post-lactating,18.3,49,2011,1,invasion,-85.63201,38.99629,IN_283,18079
IN,indiana,jennings,8,1,2012,adult,female,post-lactating,16,51,2011,1,invasion,-85.63201,38.99629,IN_283,18079
IN,indiana,jennings,8,2,2012,adult,female,post-lactating,20,48,2011,1,invasion,-85.63201,38.99629,IN_283,18079
IN,indiana,jennings,8,1,2012,juvenile,male,non-reproductive,18.3,45,2011,1,invasion,-85.63201,38.99629,IN_283,18079
IN,indiana,jennings,8,1,2012,adult,male,testes-descended,20.5,46,2011,1,invasion,-85.63201,38.99629,IN_283,18079
IN,indiana,jennings,8,1,2012,adult,female,post-lactating,19.7,48,2011,1,invasion,-85.63201,38.99629,IN_283,18079
IN,indiana,jennings,8,2,2012,adult,female,post-lactating,20,50,2011,1,invasion,-85.63201,38.99629,IN_283,18079
IN,indiana,jennings,8,1,2012,adult,male,testes-descended,15,45,2011,1,invasion,-85.63201,38.99629,IN_283,18079
IN,indiana,jennings,8,1,2012,adult,male,testes-descended,16.6,46,2011,1,invasion,-85.63201,38.99629,IN_283,18079
IN,indiana,jennings,8,1,2012,adult,female,post-lactating,16.9,46,2011,1,invasion,-85.63201,38.99629,IN_283,18079
IN,indiana,hendricks,7,28,2017,adult,female,post-lactating,19.5,49,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,male,non-reproductive,16.5,45,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,8,1,2016,juvenile,female,non-reproductive,17,44,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,juvenile,male,testes-descended,17,45,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,15,2016,juvenile,male,non-reproductive,17.5,47,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,juvenile,male,non-reproductive,13.5,48,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,female,post-lactating,19,49,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,5,17,2017,adult,female,pregnant,25,46,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,5,23,2016,adult,male,non-reproductive,17.5,47,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,male,non-reproductive,20,49,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,female,post-lactating,21,50,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,19,2016,adult,female,lactating,19.5,46,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,19,2016,adult,female,lactating,20,48,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,15,2016,adult,female,non-reproductive,18.5,50,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,male,testes-descended,17,47,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,5,23,2016,adult,male,non-reproductive,17,44,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,15,2016,juvenile,female,non-reproductive,20,49,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,8,1,2016,adult,female,post-lactating,18.5,45,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,male,testes-descended,17.5,46,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,male,non-reproductive,15,46,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,5,23,2016,adult,female,pregnant,25,48,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,juvenile,female,non-reproductive,20,47,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,19,2016,adult,female,lactating,17.5,50,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,19,2016,adult,female,lactating,15,46,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,19,2016,adult,female,lactating,19,49,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,male,non-reproductive,17.5,48,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,15,2016,juvenile,female,non-reproductive,15.5,47,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,5,23,2016,adult,female,pregnant,24,48,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,female,post-lactating,19.5,50,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,15,2016,adult,female,lactating,22,50,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,female,post-lactating,19.5,48,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,15,2016,adult,male,non-reproductive,15.5,48,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,female,post-lactating,21.5,48,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,15,2016,adult,male,non-reproductive,18,45,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,12,2017,adult,male,non-reproductive,17,47,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,5,23,2016,adult,female,pregnant,24.5,46,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,15,2016,adult,female,non-reproductive,17,49,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,male,non-reproductive,16.5,45,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,8,1,2016,adult,male,non-reproductive,16.5,47,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,male,non-reproductive,17,47,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,juvenile,female,non-reproductive,17,48,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,12,2017,adult,male,testes-descended,16,46,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,female,post-lactating,17,44,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,8,1,2016,adult,male,non-reproductive,15,46,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,12,2017,adult,female,lactating,21,48,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,8,1,2016,juvenile,female,non-reproductive,20,46,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,19,2016,adult,male,non-reproductive,17.5,45,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,5,17,2017,adult,female,pregnant,28,51,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,15,2016,adult,male,non-reproductive,15.5,48,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,5,23,2016,adult,female,pregnant,21,47,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,8,1,2016,adult,male,non-reproductive,19,49,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,15,2016,juvenile,male,non-reproductive,16,45,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,male,testes-descended,17,46,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,8,1,2016,adult,female,post-lactating,23.5,46,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,5,23,2016,adult,female,pregnant,26,45,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,19,2016,adult,male,non-reproductive,19,48,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,5,17,2017,adult,female,pregnant,28,47,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,12,2017,adult,male,non-reproductive,19,47,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,12,2017,adult,male,non-reproductive,18,46,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,12,2017,adult,female,lactating,19,49,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,female,non-reproductive,18,46,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,12,2017,adult,male,non-reproductive,13,47,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,female,post-lactating,22,49,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,juvenile,female,non-reproductive,17,46,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,female,non-reproductive,17.5,48,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,19,2016,adult,female,lactating,17.5,49,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,male,testes-descended,18.5,48,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,5,17,2017,adult,female,pregnant,28,49,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,juvenile,male,testes-descended,15,45,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,12,2017,adult,female,lactating,21,44,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,female,post-lactating,17,48,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,male,non-reproductive,17,48,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,12,2017,adult,female,lactating,20,46,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,female,post-lactating,23,48,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,5,17,2017,adult,female,pregnant,29,49,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,8,1,2016,juvenile,female,non-reproductive,19.5,50,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,19,2016,adult,male,non-reproductive,17.5,49,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,15,2016,adult,male,non-reproductive,20,49,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,19,2016,adult,male,non-reproductive,17.5,45,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,15,2016,adult,male,non-reproductive,16.5,46,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,15,2016,juvenile,female,non-reproductive,17.5,48,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,female,post-lactating,24.5,47,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,19,2016,adult,female,lactating,19,46,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,juvenile,female,non-reproductive,16.5,47,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,8,1,2016,adult,female,non-reproductive,19,51,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,5,17,2017,adult,female,pregnant,23,51,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,female,post-lactating,24,50,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,female,post-lactating,21,47,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,female,post-lactating,23.5,50,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,19,2016,adult,male,non-reproductive,17,47,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,juvenile,male,testes-descended,14.5,45,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,19,2016,adult,female,post-lactating,16,46,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,15,2016,adult,male,non-reproductive,19,50,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,female,post-lactating,21,46,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,12,2017,adult,male,non-reproductive,18,46,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,12,2017,adult,female,lactating,21,46,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,8,1,2016,juvenile,female,non-reproductive,17,46,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,5,17,2017,adult,female,pregnant,25,44,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,15,2016,adult,female,lactating,21.5,45,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,12,2017,adult,male,non-reproductive,14,44,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,female,post-lactating,22,46,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,8,1,2016,adult,male,non-reproductive,15.5,43,2011,5,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,6,12,2017,adult,female,lactating,26,49,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,female,post-lactating,24,49,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,5,17,2017,adult,female,pregnant,20,48,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,juvenile,female,non-reproductive,20,51,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,female,post-lactating,20.5,47,2011,6,established,-86.4987,39.76757,IN_216,18063
IN,indiana,hendricks,7,28,2017,adult,female,non-reproductive,17.5,47,2011,6,established,-86.4987,39.76757,IN_216,18063
